108.23, 2683.0, 6785.2, 4608.11, 8855.51
9558.05, 7627.9, 265.78, 6805.47, 2389.86
4509.95, 4978.31, 7427.99, 3044.06, 3974.11
5792.22, 8825.83, 4080.94, 5524.0, 4955.0
7746.0, 1753.01, 1999.41, 4048.33, 6166.0
3017.31, 32.76, 7886.53, 1159.77, 124.41
8696.52, 9001.72, 9615.33, 4391.88, 2030.76
2212.21, 4139.75, 7714.77, 9488.69, 2996.44
1895.43, 244.14, 8728.77, 5020.71, 2789.92
2726.0, 8483.54, 6896.34, 1872.47, 447.99
9548.49, 2946.0, 4066.75, 94.09, 3115.34
4147.62, 8600.36, 5415.76, 1440.08, 2105.91
6963.09, 5359.27, 4427.57, 8281.06, 6940.33
3077.27, 2076.51, 9242.65, 9007.62, 513.97
5463.79, 2619.07, 9771.71, 2154.2, 8903.23
5309.96, 8990.8, 2402.53, 3807.16, 2620.19
5209.79, 835.25, 3065.11, 7307.34, 6458.64
9724.05, 6904.59, 9269.41, 158.3, 3385.21
4342.71, 7059.69, 7207.9, 8031.67, 7324.43
2092.86, 1783.97, 2489.02, 6637.7, 9073.31
5431.9, 4873.27, 8728.21, 5554.02, 9269.5
3817.33, 7923.79, 2903.49, 1607.36, 5742.5
6039.7, 6984.13, 9867.98, 2322.28, 2652.02
2059.69, 6543.74, 1485.33, 8504.83, 1640.83
4572.14, 6214.52, 1977.89, 398.89, 6286.03
8518.0, 9139.11, 8643.19, 7672.93, 966.14
6430.4, 7329.25, 5162.11, 6136.61, 2779.31
9863.23, 5847.97, 7830.33, 464.57, 3053.9
1747.16, 5051.45, 9645.2, 3394.58, 2682.59
1756.28, 6096.82, 5710.75, 2823.32, 879.3
3721.63, 433.72, 4021.7, 8479.73, 5693.33
5510.72, 7110.2, 7667.41, 6595.45, 192.76
328.73, 1548.64, 2361.41, 7149.68, 1825.61
6024.5, 1060.85, 5997.46, 8314.18, 3142.24
7740.64, 1589.22, 3323.21, 2600.99, 9763.1
1670.27, 3832.23, 502.1, 4408.75, 3575.32
8643.92, 9741.16, 904.34, 9283.36, 1834.55
8800.24, 6220.59, 1579.28, 426.52, 4920.31
418.89, 8188.03, 2591.16, 2445.97, 8284.34
7234.11, 3354.44, 4212.58, 1919.83, 9324.25
